annot	ERR2098365	ERR2098366	ERR2098367	ERR2098368	ERR2098369	ERR2098370	ERR2098371	ERR2098372	ERR2098373	ERR2098374	ERR2098375	ERR2098376	ERR2098377	ERR2098378	ERR2098379	ERR2098380	ERR2098381	ERR2098382	ERR2098383	ERR2098384	ERR2098385	ERR2098386	ERR2098387	ERR2098388	ERR2098389	ERR2098390	ERR2098391	ERR2098392	ERR2098393	ERR2098394	ERR2098395	ERR2098396	ERR2098397	ERR2098398	ERR2098399	ERR2098400	ERR2098401	ERR2098402	ERR2098403	ERR2098404	ERR2098405	ERR2098406	ERR2098407	ERR2098408	ERR2098409	ERR2098410	ERR2098411	ERR2196983	ERR2196984	ERR2196985
COG0810	0.503537	0.545225	0.505837	0.548862	0.528614	0.552398	0.543319	0.527086	0.546678	0.558217	0.555805	0.559746	0.475402	0.835152	0.507346	0.528899	0.508024	0.712929	0.667218	0.781623	0.677155	0.819353	0.991151	0.566040	0.573709	0.525197	0.607099	0.599106	0.617941	0.836066	0.839181	0.825110	0.748221	0.567857	0.566624	0.536161	0.536033	0.591925	0.611016	0.635293	0.564383	1.106002	1.221901	0.621469	0.619496	0.698406	0.633946	0.787245	0.576098	0.599924
COG0811	0.903037	0.873208	0.848222	0.882037	0.874088	0.900935	0.871951	0.901016	0.907972	0.947162	0.829799	0.845868	0.855956	0.344861	0.877227	0.887210	0.843459	0.634802	0.547872	0.611765	0.685674	0.481144	0.311939	0.954725	0.974271	0.908499	0.813394	0.787528	0.827654	0.519983	0.470240	0.439623	0.675751	0.930790	0.919024	0.901909	0.900200	0.828202	0.799069	0.790227	0.801111	0.298433	0.388808	0.968100	0.950804	0.692700	0.670852	0.539455	0.961428	0.820925
COG0812	0.593240	0.592785	0.570765	0.585442	0.573239	0.587744	0.561595	0.548214	0.589286	0.578894	0.594346	0.580553	0.590332	0.388575	0.607464	0.591083	0.574972	0.420154	0.372887	0.463608	0.493205	0.450772	0.394530	0.576365	0.589798	0.613834	0.576355	0.558771	0.549674	0.438720	0.429040	0.392866	0.470412	0.626793	0.607228	0.642772	0.638460	0.575513	0.586044	0.519210	0.567252	0.336301	0.370868	0.639659	0.630830	0.531846	0.550509	0.443079	0.636763	0.581901
COG0813	0.038113	0.036260	0.044859	0.045728	0.048793	0.039383	0.054887	0.040293	0.046497	0.047835	0.045132	0.040611	0.031145	0.078071	0.041332	0.047571	0.031186	0.050993	0.059128	0.083212	0.060018	0.051718	0.056961	0.033992	0.034749	0.036784	0.063001	0.063557	0.065076	0.067173	0.056082	0.063842	0.051572	0.040597	0.046766	0.034880	0.032640	0.053438	0.058817	0.059530	0.051944	0.038095	0.059706	0.029325	0.031641	0.056621	0.049100	0.055192	0.037636	0.055367
COG0814	0.098594	0.074903	0.112485	0.092080	0.154251	0.070802	0.094051	0.086676	0.094249	0.076757	0.229851	0.146637	0.090809	0.507034	0.040654	0.064238	0.163293	0.735679	0.962008	0.840424	0.397778	0.508166	0.665864	0.064593	0.035687	0.044425	0.187063	0.279243	0.221803	0.421096	0.459087	0.506861	0.404554	0.030134	0.035698	0.033953	0.026566	0.267380	0.258675	0.347506	0.187184	0.621699	0.700970	0.050600	0.037455	0.439817	0.363087	0.460417	0.042270	0.262311
COG0815	1.031461	1.095111	1.059723	1.026207	1.004697	1.033657	1.029127	1.002934	1.056190	1.047346	1.136280	1.132486	1.027554	1.233050	1.079276	1.069437	1.073964	1.160425	0.899980	1.146342	1.053505	1.120334	1.422921	0.973382	1.038066	1.100003	1.131337	1.011872	1.102893	1.112222	1.167312	1.112249	1.053646	1.175890	1.129105	1.191483	1.192286	1.080030	1.111766	1.116017	1.080594	1.001680	1.021630	1.160877	1.146384	1.106186	1.067152	1.123037	1.139742	1.104495
COG0816	0.456447	0.452784	0.450530	0.449830	0.428901	0.454335	0.456146	0.434454	0.460493	0.471173	0.421346	0.452436	0.430786	0.181722	0.432061	0.459030	0.417420	0.282605	0.304337	0.235211	0.316941	0.253078	0.227318	0.447294	0.447392	0.457270	0.412298	0.383285	0.416510	0.289735	0.237404	0.264057	0.335912	0.467134	0.453229	0.466185	0.460118	0.402174	0.357831	0.371886	0.387226	0.258502	0.323183	0.486048	0.482767	0.360267	0.364689	0.261904	0.473272	0.420873
COG0817	0.210762	0.195361	0.220968	0.233505	0.229721	0.216621	0.232081	0.205162	0.234686	0.237462	0.199387	0.223249	0.187020	0.159697	0.218527	0.271167	0.195736	0.233349	0.225815	0.154602	0.203197	0.160339	0.128390	0.203207	0.198611	0.210179	0.260678	0.226389	0.248270	0.189545	0.140667	0.171007	0.197213	0.214145	0.237142	0.203859	0.195491	0.247480	0.242310	0.239901	0.212332	0.129633	0.164549	0.220618	0.201136	0.217418	0.218603	0.185290	0.229454	0.231889
COG0818	0.096961	0.084796	0.105353	0.116587	0.116159	0.100357	0.118581	0.098782	0.117985	0.133294	0.095907	0.104219	0.081746	0.037766	0.094051	0.139908	0.090824	0.073193	0.052051	0.058261	0.074312	0.067234	0.037147	0.095526	0.099318	0.093927	0.132735	0.091930	0.104760	0.062783	0.058378	0.048305	0.082877	0.095920	0.104915	0.085835	0.083739	0.092535	0.105830	0.107789	0.084694	0.054905	0.068552	0.093183	0.087160	0.077615	0.068764	0.060218	0.100786	0.104363
COG0819	0.060146	0.053612	0.059928	0.058254	0.064375	0.052012	0.061572	0.052533	0.057316	0.051869	0.089787	0.074046	0.053922	0.198975	0.052734	0.052183	0.065424	0.272052	0.269765	0.319530	0.169467	0.175026	0.188276	0.050323	0.047166	0.045172	0.082883	0.115509	0.090046	0.197690	0.235775	0.223455	0.152536	0.040917	0.042134	0.043257	0.042705	0.097247	0.106586	0.099687	0.078698	0.278941	0.283860	0.049024	0.049626	0.108537	0.085089	0.188335	0.045671	0.090030
COG0820	0.524319	0.502356	0.535215	0.534744	0.546338	0.504725	0.531783	0.505064	0.541371	0.555302	0.584643	0.558651	0.483714	0.942552	0.507457	0.568333	0.504416	0.701061	0.811665	0.771095	0.761546	0.941120	0.800224	0.514109	0.509672	0.485476	0.556683	0.588252	0.565370	0.790878	0.826312	0.849159	0.739281	0.488688	0.511350	0.477984	0.459042	0.556566	0.582246	0.590756	0.519987	0.743786	0.773375	0.527795	0.492983	0.569353	0.568865	0.785142	0.499020	0.560149
COG0821	0.788588	0.770870	0.751288	0.762965	0.754776	0.762101	0.748879	0.761732	0.733387	0.746039	0.709246	0.705650	0.769794	0.373606	0.757708	0.750867	0.721830	0.535290	0.535276	0.559060	0.569233	0.442434	0.389393	0.803357	0.788336	0.745355	0.728402	0.699380	0.729459	0.434454	0.469734	0.401878	0.549827	0.745665	0.741585	0.736674	0.748167	0.723087	0.682064	0.700401	0.731523	0.326482	0.330475	0.758717	0.746334	0.618755	0.633782	0.469972	0.739728	0.710569
COG0822	0.475944	0.499478	0.443149	0.460395	0.469511	0.476372	0.464514	0.486532	0.441320	0.447923	0.450818	0.457286	0.486249	0.256528	0.480370	0.464135	0.459943	0.305090	0.282394	0.225778	0.405646	0.311944	0.241170	0.474654	0.482904	0.498726	0.458636	0.445283	0.487592	0.328232	0.300520	0.252646	0.378674	0.526316	0.513549	0.512976	0.509643	0.458228	0.437327	0.418780	0.473474	0.264598	0.341532	0.567525	0.566455	0.396316	0.423763	0.315597	0.514437	0.481081
COG0823	1.069468	1.136122	1.086867	1.102428	1.092140	1.110057	1.115434	1.113781	1.079990	1.129274	1.037222	1.027066	1.042695	0.872875	1.061894	1.131461	1.032151	1.067724	0.980638	0.943556	1.056539	0.981768	0.884708	1.071042	1.081030	1.077945	1.138572	1.083119	1.114233	0.997841	1.018853	0.899211	1.069644	1.082246	1.110754	1.065134	1.037661	1.085026	1.104287	1.073664	1.094434	0.727866	0.674517	1.030228	1.017703	0.954425	0.943327	1.013818	1.067369	1.058387
COG0824	0.910252	0.942690	0.919461	0.921814	0.920030	0.917369	0.945459	0.922878	0.930338	0.970521	0.826332	0.921302	0.882301	0.347093	0.916227	0.985586	0.890523	0.623691	0.574286	0.551146	0.609965	0.503911	0.350713	0.914219	0.933763	0.966443	0.872711	0.818078	0.853325	0.540617	0.471429	0.436701	0.687206	0.974132	0.948573	0.966920	0.968745	0.839634	0.853574	0.838735	0.857881	0.375946	0.404856	1.011124	0.965525	0.686428	0.735710	0.532353	1.021858	0.864104
COG0825	0.761521	0.739738	0.734944	0.739335	0.728927	0.759406	0.735663	0.753623	0.734728	0.762149	0.724028	0.742506	0.724170	0.623536	0.727220	0.769310	0.717108	0.654796	0.579277	0.581815	0.646449	0.602974	0.656978	0.729519	0.734984	0.731488	0.741574	0.738865	0.729093	0.654058	0.643477	0.608726	0.633703	0.759492	0.750525	0.746462	0.741279	0.715609	0.736805	0.715194	0.741239	0.598238	0.610708	0.751894	0.742046	0.668103	0.687950	0.622711	0.743229	0.734934
COG0826	0.078572	0.062997	0.092175	0.091013	0.111175	0.069355	0.085895	0.083304	0.102096	0.097729	0.130128	0.104708	0.065395	0.260825	0.072858	0.118085	0.088161	0.310159	0.304882	0.282329	0.182005	0.253193	0.217305	0.062512	0.055975	0.058534	0.150337	0.168047	0.155811	0.219253	0.185454	0.220579	0.196364	0.059534	0.066523	0.059335	0.052908	0.132567	0.158602	0.181234	0.119271	0.188188	0.210553	0.053254	0.046478	0.210068	0.166425	0.222764	0.057125	0.144153
COG0827	0.023272	0.017172	0.017814	0.019190	0.021116	0.022104	0.017514	0.020931	0.017797	0.019937	0.023536	0.021568	0.017415	0.096010	0.018600	0.023560	0.020172	0.030618	0.028730	0.023159	0.048217	0.083076	0.098950	0.018914	0.017918	0.018150	0.025034	0.027006	0.029034	0.067667	0.060685	0.088191	0.050186	0.020577	0.022571	0.019856	0.018474	0.025496	0.029154	0.029970	0.021258	0.066801	0.082865	0.022459	0.022601	0.035201	0.035686	0.058320	0.021467	0.024396
COG0828	0.199391	0.196470	0.189045	0.203244	0.210053	0.196393	0.196362	0.205969	0.198172	0.196188	0.197841	0.197199	0.204427	0.097839	0.212930	0.220884	0.190130	0.131290	0.134926	0.117606	0.191751	0.113911	0.069631	0.201498	0.202244	0.201009	0.224010	0.247920	0.240376	0.114045	0.104619	0.077436	0.172057	0.226893	0.240734	0.210212	0.203309	0.206633	0.213946	0.189727	0.236806	0.081883	0.113567	0.222244	0.225482	0.173946	0.183411	0.135057	0.225669	0.231942
COG0829	0.156045	0.148701	0.179406	0.183072	0.191397	0.160695	0.192367	0.167712	0.193237	0.201829	0.173961	0.172376	0.135878	0.154061	0.151103	0.199832	0.168485	0.256009	0.264731	0.311112	0.183260	0.194646	0.140944	0.158242	0.159761	0.153731	0.204226	0.210524	0.194984	0.181679	0.171914	0.209612	0.186944	0.141543	0.140722	0.144219	0.136534	0.182423	0.190333	0.197356	0.164901	0.146854	0.151872	0.164312	0.136981	0.208040	0.193441	0.194393	0.155500	0.186825
COG0830	0.137864	0.133118	0.165128	0.156765	0.161597	0.137340	0.164661	0.140164	0.181874	0.177251	0.176121	0.157975	0.117695	0.155135	0.129064	0.195934	0.153509	0.429810	0.253394	0.392812	0.174673	0.191861	0.162633	0.138713	0.133374	0.125119	0.203466	0.220259	0.202429	0.197159	0.196899	0.197051	0.165088	0.124791	0.126198	0.120283	0.114474	0.201117	0.223583	0.240155	0.194179	0.113161	0.123436	0.121633	0.118069	0.258039	0.200280	0.200198	0.138367	0.217797
COG0831	0.122833	0.110188	0.133483	0.126899	0.134190	0.118838	0.137668	0.128065	0.146303	0.131816	0.107857	0.116608	0.107213	0.083262	0.112169	0.145618	0.114905	0.090607	0.101848	0.081473	0.077773	0.082648	0.103636	0.125135	0.118915	0.115539	0.117961	0.114228	0.107405	0.085302	0.064642	0.080875	0.085614	0.100982	0.107414	0.104844	0.097147	0.108838	0.122023	0.118250	0.105026	0.077096	0.085048	0.104329	0.098578	0.105622	0.094310	0.083556	0.113598	0.110332
COG0832	0.099448	0.088990	0.099151	0.100827	0.104152	0.088636	0.100700	0.095293	0.103111	0.102998	0.087866	0.095324	0.086995	0.099584	0.084771	0.113941	0.102901	0.092130	0.108032	0.105229	0.082770	0.091635	0.147121	0.103950	0.097329	0.090832	0.101818	0.087368	0.080731	0.105806	0.099420	0.095035	0.086920	0.087991	0.076697	0.080046	0.084909	0.088440	0.090085	0.098963	0.087888	0.062309	0.079594	0.086496	0.077834	0.089819	0.074859	0.099974	0.093736	0.093852
COG0833	0.050219	0.046715	0.048780	0.051341	0.052483	0.050025	0.050910	0.043364	0.052234	0.049386	0.069530	0.064525	0.042521	0.272894	0.043504	0.048423	0.052788	0.184542	0.185549	0.204177	0.142044	0.215499	0.331120	0.039710	0.035105	0.039130	0.073769	0.077136	0.084794	0.199518	0.221653	0.224346	0.133382	0.037067	0.040223	0.040946	0.037957	0.072162	0.073079	0.085084	0.062804	0.266267	0.271352	0.040284	0.040039	0.121875	0.100045	0.212749	0.040539	0.084542
COG0834	1.266327	1.248717	1.272920	1.264523	1.276088	1.265069	1.301955	1.254037	1.290963	1.304857	1.111794	1.153654	1.206157	1.263880	1.220380	1.318132	1.166383	0.717965	0.650563	0.686293	1.083554	1.424896	1.650338	1.251369	1.228417	1.196690	1.137345	1.086274	1.158096	1.293006	1.409285	1.347887	1.164591	1.150244	1.174053	1.145257	1.148428	1.097687	1.114280	1.047406	1.095850	2.172714	2.389050	1.148881	1.116753	0.930567	0.968062	1.250198	1.195880	1.115496
COG0835	0.029935	0.028244	0.030853	0.028255	0.028200	0.023359	0.025758	0.029715	0.036345	0.027495	0.027444	0.023688	0.018535	0.046566	0.020263	0.026366	0.023491	0.077465	0.089737	0.100261	0.056660	0.063615	0.050529	0.019459	0.018744	0.018098	0.045653	0.039330	0.043139	0.069365	0.053775	0.067134	0.052763	0.017150	0.020242	0.016836	0.018372	0.041695	0.039557	0.048542	0.031267	0.026641	0.032710	0.013412	0.015291	0.040572	0.040065	0.051972	0.018259	0.040716
COG0836	0.501694	0.505057	0.525106	0.512524	0.538272	0.504545	0.520068	0.486069	0.543808	0.548399	0.535992	0.523085	0.495449	0.417700	0.502725	0.550085	0.492707	0.498857	0.420951	0.465212	0.492592	0.505203	0.469646	0.492472	0.501365	0.528416	0.545959	0.511564	0.516203	0.478596	0.500106	0.483435	0.518506	0.524139	0.524261	0.531561	0.502683	0.551806	0.553472	0.543281	0.503914	0.588482	0.595520	0.581764	0.561215	0.524690	0.518292	0.511836	0.532127	0.545359
COG0837	0.243047	0.230739	0.261857	0.268269	0.268530	0.247152	0.269814	0.244871	0.290709	0.311009	0.268416	0.254235	0.211290	0.131360	0.221800	0.296103	0.254263	0.338566	0.296139	0.316395	0.196987	0.159800	0.117435	0.255816	0.250611	0.245921	0.273858	0.254089	0.264242	0.182760	0.139156	0.142587	0.198343	0.228118	0.218048	0.223382	0.220499	0.252745	0.275023	0.265292	0.240607	0.120744	0.134862	0.268203	0.252686	0.278104	0.263840	0.192443	0.245743	0.264809
COG0838	0.330639	0.320140	0.316466	0.315648	0.325473	0.323292	0.321525	0.316728	0.327957	0.318289	0.314506	0.329181	0.321913	0.521257	0.314938	0.316086	0.312450	0.345272	0.363960	0.309823	0.399918	0.447921	0.621962	0.306844	0.303982	0.313464	0.329707	0.320090	0.349124	0.468425	0.487117	0.437873	0.366790	0.308247	0.311825	0.302098	0.314815	0.323286	0.324829	0.310581	0.316980	0.348125	0.355139	0.295907	0.301211	0.303654	0.321357	0.412244	0.312824	0.325001
COG0839	0.375608	0.366434	0.355067	0.347436	0.353302	0.364710	0.358953	0.335391	0.344728	0.343420	0.363159	0.327759	0.377868	0.211526	0.365989	0.322254	0.330683	0.386578	0.361702	0.302607	0.296302	0.236043	0.165390	0.369407	0.370850	0.355798	0.375965	0.347764	0.346849	0.230323	0.254173	0.193688	0.276798	0.347847	0.349480	0.354365	0.353583	0.348407	0.328244	0.338554	0.353190	0.182730	0.183861	0.346852	0.350293	0.334677	0.331553	0.242597	0.349660	0.352683
COG0840	0.140076	0.163080	0.120736	0.103051	0.124001	0.099290	0.105620	0.098240	0.117519	0.119680	0.155906	0.129192	0.083352	0.621455	0.091147	0.095334	0.105129	0.444245	0.337373	0.401447	0.345110	0.588432	0.659002	0.093244	0.080698	0.082100	0.167281	0.187737	0.196780	0.484842	0.637306	0.542622	0.407236	0.082978	0.084693	0.076788	0.073104	0.170458	0.202065	0.204663	0.154943	0.571550	0.574650	0.087098	0.081330	0.283156	0.210549	0.519897	0.085287	0.183438
COG0841	2.982528	3.048806	3.099713	3.153590	3.217567	3.064724	3.096387	3.041503	3.169340	3.309909	2.918715	2.987174	2.864672	1.887924	3.081473	3.357974	2.863200	2.621099	2.500752	2.370715	2.690011	2.495879	1.802294	3.119701	3.141067	3.063916	3.244358	2.984332	3.092770	2.568495	2.409635	2.256206	2.826836	2.992382	3.044937	3.022769	2.984313	3.015011	3.009073	3.039658	2.954484	1.786618	1.819297	3.071685	3.110380	2.760896	2.709101	2.547031	3.020460	3.017218
COG0842	0.623905	0.646892	0.594178	0.604932	0.611359	0.623613	0.581459	0.610860	0.595152	0.601571	0.549428	0.583208	0.628222	0.344637	0.643074	0.621774	0.608336	0.331857	0.335825	0.253464	0.393097	0.360642	0.377874	0.635077	0.656866	0.641792	0.553290	0.492223	0.532843	0.372713	0.351391	0.320251	0.381499	0.612848	0.614786	0.639065	0.628515	0.534296	0.521065	0.513681	0.564694	0.357331	0.360866	0.623176	0.657643	0.467678	0.482308	0.372115	0.622209	0.523319
COG0843	1.261885	1.241557	1.218661	1.265049	1.336560	1.285943	1.227742	1.276200	1.266001	1.256503	1.232236	1.219323	1.203159	1.768010	1.211472	1.227125	1.180901	1.840997	1.741786	1.658147	1.572149	1.772522	1.898767	1.302378	1.211563	1.146999	1.405617	1.298781	1.458145	1.688642	1.787798	1.604903	1.566497	1.107459	1.196779	1.108605	1.109655	1.295473	1.335257	1.338208	1.305883	1.340032	1.274159	1.105688	1.101783	1.415367	1.319880	1.639681	1.160066	1.355962
COG0845	1.208329	1.333217	1.239739	1.307272	1.303454	1.294285	1.322341	1.247738	1.405074	1.413204	1.167914	1.276257	1.183399	0.488797	1.280160	1.461951	1.166480	1.023069	0.908842	0.756548	1.000782	0.790247	0.499566	1.315238	1.346838	1.322715	1.333934	1.189163	1.305733	0.818498	0.732579	0.687476	1.059135	1.315312	1.301959	1.295021	1.270584	1.252337	1.237277	1.195625	1.206778	0.459055	0.484450	1.367843	1.359422	1.039814	1.069319	0.828999	1.321462	1.205095
COG0846	0.244584	0.220115	0.257213	0.244444	0.279060	0.221973	0.268620	0.230136	0.242978	0.250180	0.343175	0.288629	0.210670	1.021319	0.195845	0.232568	0.287662	0.631706	0.838526	0.921627	0.640834	0.899542	1.098742	0.220577	0.203365	0.195728	0.303501	0.378425	0.319042	0.761475	0.802178	0.901788	0.634613	0.184094	0.179831	0.185421	0.184866	0.335342	0.349213	0.410374	0.272479	0.977127	1.011459	0.211548	0.190373	0.441727	0.396683	0.767194	0.200683	0.355302
COG0847	0.713518	0.715185	0.716053	0.691696	0.722120	0.694217	0.731313	0.704712	0.708625	0.711293	0.774705	0.711077	0.677788	0.936191	0.710724	0.721566	0.697219	1.005303	0.883415	1.053457	0.824170	0.888628	1.201615	0.687438	0.693947	0.703306	0.821585	0.776984	0.812311	0.847540	0.733508	0.956899	0.761604	0.757448	0.776342	0.737753	0.724162	0.784953	0.827437	0.802844	0.767313	0.872203	0.973001	0.759632	0.740232	0.802607	0.783589	0.838403	0.741152	0.803390
COG0848	0.727112	0.712296	0.698239	0.727267	0.714101	0.745783	0.727816	0.715126	0.714566	0.747303	0.648659	0.699795	0.695881	0.256275	0.695770	0.704342	0.689395	0.477110	0.450056	0.386649	0.577423	0.399983	0.255581	0.769683	0.784789	0.753902	0.677221	0.649634	0.689310	0.453827	0.391393	0.310089	0.559395	0.774156	0.761187	0.747787	0.743448	0.654542	0.646784	0.627269	0.646537	0.285481	0.331873	0.823613	0.797439	0.546648	0.544986	0.427887	0.819793	0.701066
COG0849	0.493648	0.513477	0.505350	0.500092	0.510655	0.527134	0.509434	0.494602	0.495705	0.517870	0.516499	0.511002	0.482230	0.364787	0.512548	0.511605	0.516549	0.438846	0.413133	0.409854	0.423067	0.389084	0.348819	0.532626	0.532291	0.520005	0.478468	0.483157	0.498714	0.393594	0.360260	0.355144	0.450892	0.530238	0.529412	0.531155	0.530208	0.481295	0.492674	0.485072	0.480969	0.342882	0.381658	0.579828	0.560591	0.470598	0.450278	0.416446	0.561856	0.482755
COG0850	0.049217	0.045935	0.065723	0.064120	0.081001	0.050989	0.078049	0.057294	0.075299	0.073726	0.074503	0.074227	0.045879	0.056760	0.052384	0.106429	0.047505	0.053017	0.071950	0.060713	0.055215	0.066002	0.069543	0.051312	0.049668	0.047574	0.092326	0.068853	0.081730	0.058812	0.058292	0.067704	0.059175	0.050532	0.059059	0.044553	0.040451	0.067438	0.079328	0.070725	0.060858	0.108572	0.099856	0.039217	0.036964	0.062764	0.058231	0.057032	0.049911	0.076671
COG0851	0.054589	0.042647	0.061476	0.064554	0.063491	0.047074	0.069283	0.050172	0.072937	0.075543	0.056126	0.072738	0.047513	0.078220	0.053571	0.095794	0.054068	0.059413	0.060867	0.034037	0.056999	0.068141	0.058094	0.054341	0.046423	0.050665	0.078452	0.066184	0.066395	0.069767	0.057367	0.066030	0.063183	0.048030	0.051675	0.044717	0.041074	0.059571	0.067160	0.061584	0.058624	0.058533	0.047750	0.034584	0.032294	0.050183	0.050789	0.057390	0.051131	0.070944
COG0852	0.354083	0.358502	0.355836	0.340111	0.351707	0.346034	0.336340	0.347675	0.343234	0.342593	0.358666	0.322303	0.351988	0.291110	0.349039	0.341541	0.355944	0.399899	0.338922	0.303246	0.325761	0.311071	0.241809	0.340907	0.337347	0.345443	0.367267	0.357876	0.345069	0.293850	0.303678	0.283117	0.303993	0.353514	0.351514	0.347737	0.346253	0.350970	0.321907	0.348742	0.346629	0.245906	0.266682	0.338474	0.331664	0.322261	0.320540	0.296120	0.359070	0.347628
COG0853	0.112997	0.112210	0.112364	0.113580	0.112772	0.121376	0.119221	0.115603	0.117540	0.124980	0.143795	0.126136	0.115552	0.074247	0.120030	0.122179	0.119315	0.111355	0.114053	0.091137	0.106628	0.100022	0.060583	0.133002	0.138451	0.132210	0.118395	0.123168	0.118218	0.097980	0.100320	0.068245	0.103489	0.138114	0.136858	0.132898	0.138832	0.116384	0.106929	0.113856	0.113499	0.065995	0.082483	0.156010	0.144799	0.120118	0.115139	0.087816	0.141127	0.116065
COG0854	0.516312	0.528156	0.514545	0.533237	0.511040	0.514986	0.511581	0.523378	0.518930	0.514192	0.503445	0.521838	0.515807	0.436543	0.536575	0.552905	0.496745	0.328692	0.305558	0.285397	0.431215	0.459388	0.311152	0.526969	0.527590	0.558349	0.499628	0.475167	0.490717	0.413391	0.388198	0.486689	0.422910	0.576748	0.561645	0.573313	0.569413	0.464408	0.466818	0.466696	0.491334	0.303754	0.315829	0.608313	0.592018	0.427834	0.462799	0.441924	0.577756	0.491533
COG0855	0.785443	0.830465	0.817186	0.791659	0.778960	0.830207	0.800493	0.798214	0.781233	0.813543	0.783409	0.814378	0.827989	0.847094	0.874833	0.849583	0.803723	0.643718	0.694698	0.704542	0.780496	0.838955	0.786307	0.817807	0.841201	0.846183	0.839479	0.746258	0.837052	0.824043	0.815932	0.792545	0.785005	0.832211	0.840915	0.877387	0.857598	0.804492	0.787585	0.763767	0.818614	0.746815	0.747113	0.916535	0.933976	0.821599	0.830757	0.779035	0.805992	0.781996
COG0856	0.024608	0.025039	0.028163	0.025536	0.028975	0.022028	0.028705	0.025728	0.027006	0.027093	0.032621	0.028499	0.024337	0.062919	0.023329	0.026704	0.028450	0.088132	0.077360	0.093895	0.054061	0.048623	0.044780	0.020436	0.019340	0.019684	0.042384	0.038557	0.042448	0.052785	0.058302	0.071783	0.050328	0.022061	0.023107	0.021864	0.019164	0.038703	0.049882	0.049732	0.035720	0.050634	0.056047	0.015866	0.012671	0.044563	0.039211	0.067423	0.021346	0.042260
COG0857	0.086491	0.081976	0.094194	0.099177	0.106284	0.094310	0.105816	0.088822	0.102677	0.106412	0.119971	0.119690	0.081088	0.170938	0.086661	0.137835	0.103552	0.215534	0.165413	0.164980	0.112653	0.181580	0.199009	0.094585	0.097378	0.090687	0.135283	0.128719	0.142783	0.147425	0.141596	0.159100	0.131344	0.098571	0.096811	0.085767	0.085768	0.139620	0.119267	0.132032	0.100799	0.185138	0.190273	0.093192	0.091525	0.139845	0.121922	0.149391	0.092664	0.124060
COG0858	0.444927	0.454827	0.460729	0.437966	0.444838	0.444498	0.477207	0.445193	0.465677	0.476001	0.433051	0.447020	0.461214	0.190455	0.459601	0.471790	0.436349	0.322063	0.279865	0.242721	0.303608	0.242586	0.158082	0.460225	0.475952	0.469621	0.405897	0.411607	0.424342	0.246057	0.210531	0.197575	0.307133	0.470934	0.479873	0.459118	0.470730	0.411835	0.389814	0.402860	0.400248	0.169224	0.184037	0.496628	0.481907	0.363447	0.397197	0.246870	0.491396	0.425952
COG0859	1.237127	1.240344	1.161182	1.130029	1.110069	1.206525	1.102640	1.172692	1.142542	1.157951	1.213304	1.219978	1.210465	1.154828	1.272389	1.220479	1.218944	0.943816	0.799571	0.779622	1.067473	1.126615	1.267835	1.115000	1.165140	1.277634	1.159855	1.143710	1.173197	1.182219	1.204440	1.227977	1.062407	1.352016	1.284626	1.388411	1.354166	1.169402	1.118620	1.057618	1.175945	1.082460	1.011142	1.353968	1.352534	1.000431	1.047347	1.196758	1.300556	1.149000
COG0860	0.349576	0.361133	0.360234	0.370177	0.373027	0.377294	0.387349	0.378393	0.401942	0.402208	0.349137	0.394079	0.336178	0.200996	0.368390	0.422843	0.359656	0.336719	0.307688	0.286271	0.319304	0.270775	0.203914	0.391931	0.395633	0.386417	0.402080	0.373072	0.378570	0.273203	0.244200	0.197837	0.320031	0.396733	0.395002	0.384315	0.372372	0.378277	0.370825	0.358430	0.339862	0.192666	0.216027	0.404490	0.396066	0.331068	0.321737	0.281454	0.391270	0.368189
COG0861	0.511370	0.522745	0.461122	0.482116	0.471590	0.496035	0.467302	0.482515	0.462299	0.480887	0.443700	0.467234	0.483509	0.232194	0.485883	0.473430	0.466077	0.405050	0.396975	0.343341	0.355924	0.265209	0.198140	0.443101	0.433880	0.482110	0.482350	0.451082	0.487804	0.318025	0.259705	0.250745	0.385556	0.480875	0.484803	0.479691	0.485776	0.450223	0.448418	0.453618	0.485028	0.249437	0.214870	0.509345	0.506240	0.434579	0.465305	0.293109	0.486553	0.470028
COG0863	0.764215	0.783660	0.693988	0.707147	0.785684	0.728330	0.664071	0.696248	0.663509	0.673502	0.681397	0.680970	0.728068	0.551145	0.815578	0.721632	0.662627	0.607074	0.592247	0.544099	0.669028	0.465458	0.475933	0.697692	0.693173	0.671690	0.790699	0.761321	0.808596	0.555761	0.466583	0.436578	0.590666	0.763600	0.826347	0.736052	0.713154	0.748511	0.769498	0.703302	0.808652	0.356299	0.462973	0.701164	0.747992	0.682322	0.743241	0.541404	0.715590	0.781403
COG0864	0.022426	0.025774	0.023558	0.019505	0.026000	0.016017	0.017873	0.021503	0.023695	0.020778	0.029838	0.021851	0.019503	0.044931	0.019147	0.023345	0.021822	0.048333	0.052284	0.046762	0.031599	0.033870	0.027143	0.018013	0.016521	0.017671	0.025613	0.037398	0.034520	0.031904	0.043474	0.026529	0.041493	0.018857	0.022843	0.018492	0.014768	0.025866	0.024224	0.034532	0.024479	0.042375	0.041647	0.008783	0.010318	0.026708	0.022846	0.029952	0.018681	0.030041
