annot	ERR2098365	ERR2098366	ERR2098367	ERR2098368	ERR2098369	ERR2098370	ERR2098371	ERR2098372	ERR2098373	ERR2098374	ERR2098375	ERR2098376	ERR2098377	ERR2098378	ERR2098379	ERR2098380	ERR2098381	ERR2098382	ERR2098383	ERR2098384	ERR2098385	ERR2098386	ERR2098387	ERR2098388	ERR2098389	ERR2098390	ERR2098391	ERR2098392	ERR2098393	ERR2098394	ERR2098395	ERR2098396	ERR2098397	ERR2098398	ERR2098399	ERR2098400	ERR2098401	ERR2098402	ERR2098403	ERR2098404	ERR2098405	ERR2098406	ERR2098407	ERR2098408	ERR2098409	ERR2098410	ERR2098411	ERR2196983	ERR2196984	ERR2196985
K00001	0.259621	0.256626	0.257345	0.260294	0.246380	0.251052	0.231636	0.248936	0.231095	0.248546	0.229201	0.218195	0.263456	0.115370	0.251977	0.237607	0.242338	0.159267	0.121397	0.122578	0.161406	0.122933	0.098869	0.252824	0.248994	0.252203	0.224683	0.196229	0.207622	0.143858	0.142812	0.098206	0.153287	0.240502	0.245608	0.259419	0.241961	0.208064	0.229749	0.213070	0.245647	0.097455	0.116373	0.234456	0.229917	0.151350	0.189576	0.143379	0.248254	0.228929
K00002	0.006845	0.005998	0.012486	0.009689	0.011395	0.004050	0.007943	0.009422	0.010800	0.006680	0.021855	0.014640	0.006806	0.096514	0.004796	0.008818	0.011680	0.061832	0.077245	0.065012	0.056281	0.066405	0.073112	0.005398	0.002920	0.003440	0.016323	0.026644	0.019126	0.052007	0.054969	0.072753	0.040295	0.001536	0.003316	0.002994	0.002904	0.019468	0.017667	0.024804	0.012579	0.059234	0.062827	0.003890	0.001436	0.022666	0.019874	0.058307	0.004843	0.020045
K00003	0.747514	0.761948	0.738806	0.740309	0.762725	0.757649	0.742843	0.749258	0.743385	0.773984	0.712902	0.745977	0.769413	0.392872	0.780026	0.776705	0.737647	0.490693	0.442433	0.389708	0.544205	0.460106	0.354368	0.758810	0.761293	0.797682	0.690426	0.658273	0.701210	0.480786	0.444599	0.425388	0.488961	0.811736	0.786832	0.813532	0.806793	0.708419	0.650641	0.670305	0.711195	0.352702	0.339941	0.800898	0.805987	0.580537	0.635103	0.487520	0.792062	0.678386
K00004	0.004028	0.004209	0.004213	0.004809	0.005496	0.004345	0.004627	0.004098	0.005585	0.005857	0.004683	0.005099	0.004571	0.002685	0.003922	0.006586	0.002558	0.006247	0.010195	0.007528	0.006947	0.004389	0.002341	0.004416	0.005316	0.004163	0.005418	0.006258	0.006364	0.007753	0.006017	0.003853	0.005232	0.003845	0.005173	0.003395	0.004158	0.003245	0.004805	0.005910	0.004444	0.002538	0.002645	0.002873	0.002622	0.004031	0.001682	0.007123	0.003182	0.005001
K00005	0.051319	0.047434	0.071725	0.067280	0.077490	0.053226	0.082923	0.064207	0.083472	0.086665	0.059618	0.067508	0.049303	0.022807	0.054235	0.125282	0.057686	0.047891	0.042455	0.024116	0.040297	0.029012	0.010674	0.057490	0.055089	0.052574	0.089493	0.075159	0.081819	0.038678	0.029188	0.028562	0.050345	0.059929	0.053807	0.049154	0.050008	0.070021	0.072473	0.063513	0.054146	0.009567	0.011401	0.039552	0.032961	0.039995	0.053321	0.038142	0.059033	0.069477
K00007	0.015196	0.016402	0.016501	0.016749	0.021019	0.013782	0.018222	0.013685	0.017785	0.017992	0.015302	0.014913	0.016255	0.014808	0.019519	0.019335	0.016551	0.015935	0.014465	0.020179	0.019155	0.013656	0.006407	0.015303	0.016422	0.014270	0.013179	0.016766	0.016745	0.014572	0.007525	0.013984	0.012210	0.013920	0.014210	0.016429	0.011279	0.016569	0.015153	0.016168	0.015087	0.009154	0.010969	0.011809	0.014407	0.017043	0.013151	0.011421	0.015680	0.015956
K00008	0.078171	0.068500	0.070553	0.078378	0.077063	0.071061	0.071628	0.073647	0.068854	0.077691	0.071482	0.082949	0.068934	0.096202	0.076376	0.087025	0.071822	0.069568	0.049074	0.056375	0.086079	0.103222	0.116296	0.075687	0.076306	0.065885	0.072165	0.068979	0.067705	0.084877	0.095284	0.098724	0.087512	0.064824	0.067801	0.075596	0.064170	0.061479	0.057164	0.067641	0.070935	0.114780	0.095823	0.064132	0.060493	0.071802	0.059115	0.094506	0.071209	0.070703
K00009	0.015153	0.017504	0.019472	0.020282	0.018263	0.016001	0.019688	0.020637	0.018932	0.016691	0.016338	0.013781	0.016619	0.009140	0.016025	0.012637	0.016129	0.004788	0.010600	0.005816	0.012727	0.013676	0.011959	0.017226	0.015397	0.018885	0.013158	0.011434	0.014143	0.008882	0.007892	0.007736	0.009017	0.016561	0.018880	0.018169	0.017722	0.013976	0.010378	0.012664	0.011643	0.005722	0.012500	0.013171	0.011095	0.007367	0.008303	0.012026	0.015730	0.013974
K00010	0.216877	0.222359	0.214115	0.211663	0.218908	0.208594	0.217592	0.216618	0.214903	0.209371	0.224159	0.219302	0.208829	0.126094	0.213266	0.201674	0.214210	0.223379	0.253873	0.228748	0.173555	0.157202	0.130814	0.201167	0.200585	0.218691	0.197367	0.219267	0.199779	0.141534	0.142959	0.128384	0.168435	0.203208	0.203074	0.222066	0.221458	0.204406	0.206093	0.195336	0.194992	0.168721	0.152358	0.232069	0.228407	0.219022	0.239286	0.153903	0.210746	0.206044
K00011	0.000172	0.000096	0.000092	0.000072	0.000155	0.000188	0.000107	0.000155	0.000000	0.000140	0.000077	0.000542	0.000187	0.002832	0.000037	0.000537	0.000502	0.000545	0.000000	0.002066	0.003257	0.002644	0.007742	0.000159	0.000049	0.000132	0.000241	0.001024	0.000468	0.001746	0.001296	0.004556	0.001946	0.000101	0.000089	0.000000	0.000000	0.000692	0.000271	0.000440	0.000345	0.004108	0.003229	0.000000	0.000000	0.000269	0.000000	0.000901	0.000164	0.000499
K00012	1.006674	1.054722	0.947491	0.993377	1.059293	1.013381	1.011884	0.996042	0.986649	0.990970	0.944987	1.036962	0.983718	0.830689	1.068075	1.070684	0.962176	0.934151	0.869552	0.829444	1.003437	0.847154	0.725913	0.969349	0.965628	1.000928	1.099437	1.030905	1.166171	0.834663	0.829986	0.896796	0.912711	1.110020	1.148544	1.090268	1.043651	1.058867	1.069650	1.035286	1.113526	0.674042	0.730066	1.078953	1.111908	0.992681	0.952871	0.896541	1.052236	1.106451
K00013	0.823830	0.872276	0.834849	0.844916	0.830811	0.851869	0.870037	0.851708	0.857616	0.877614	0.797359	0.803080	0.832498	0.347722	0.862646	0.867139	0.831112	0.563575	0.507037	0.455020	0.546033	0.441835	0.358393	0.858175	0.870394	0.870561	0.795483	0.749926	0.758607	0.516058	0.425254	0.402908	0.575622	0.858824	0.853231	0.857315	0.878414	0.765469	0.763338	0.719531	0.775728	0.350506	0.392959	0.893209	0.879312	0.663382	0.677794	0.495312	0.877576	0.761992
K00014	0.701577	0.729299	0.702169	0.688227	0.689926	0.725353	0.684423	0.693043	0.699440	0.687394	0.702138	0.688208	0.722780	0.387327	0.731241	0.714116	0.710460	0.443282	0.360242	0.370175	0.509437	0.413141	0.294990	0.698831	0.740899	0.735561	0.678217	0.643951	0.681351	0.413925	0.397081	0.396306	0.482053	0.767931	0.771768	0.782093	0.761024	0.648392	0.649119	0.615005	0.691573	0.319628	0.275777	0.766698	0.756776	0.522817	0.572085	0.440291	0.784358	0.650494
K00015	0.064847	0.059473	0.064022	0.068126	0.077127	0.070044	0.079209	0.067502	0.080172	0.088698	0.057043	0.071079	0.054636	0.021973	0.066325	0.082001	0.065802	0.043227	0.028907	0.044573	0.040654	0.039114	0.032463	0.069394	0.062073	0.068121	0.058261	0.075829	0.056742	0.048207	0.039904	0.029024	0.049864	0.055442	0.059049	0.061333	0.056210	0.062259	0.075236	0.071697	0.056499	0.040043	0.029244	0.079294	0.079540	0.056970	0.050694	0.036026	0.064590	0.064299
K00016	0.004627	0.009396	0.006194	0.004940	0.005677	0.005574	0.006686	0.004319	0.010332	0.007226	0.008553	0.004104	0.003664	0.006923	0.005492	0.005371	0.005385	0.018903	0.018418	0.020766	0.011843	0.010570	0.006647	0.002803	0.004042	0.004434	0.011113	0.008814	0.013095	0.013307	0.012565	0.005533	0.011851	0.003306	0.003923	0.003850	0.004440	0.007484	0.008738	0.008475	0.007912	0.004251	0.005059	0.001763	0.001899	0.012296	0.010423	0.011718	0.003864	0.008851
K00018	0.052021	0.044156	0.045533	0.044713	0.045226	0.042099	0.047592	0.041299	0.041609	0.044595	0.046294	0.044396	0.041281	0.025820	0.041058	0.042954	0.047643	0.062152	0.066789	0.069689	0.042193	0.027736	0.020534	0.048928	0.045180	0.041868	0.041482	0.043158	0.041929	0.030954	0.025066	0.024330	0.049395	0.042330	0.038583	0.041889	0.036162	0.037089	0.046615	0.036168	0.037356	0.017643	0.023438	0.036597	0.033633	0.039040	0.039295	0.035190	0.046907	0.047618
K00019	0.056350	0.057691	0.053730	0.056222	0.055696	0.050914	0.051627	0.050375	0.049372	0.052155	0.048099	0.044160	0.050210	0.043115	0.046487	0.051602	0.055329	0.040323	0.046068	0.031904	0.051009	0.036756	0.031788	0.050011	0.050340	0.053277	0.040711	0.043664	0.048253	0.031493	0.033254	0.032379	0.032015	0.049236	0.044748	0.049399	0.049639	0.039982	0.050904	0.043486	0.044404	0.034493	0.020409	0.054851	0.056637	0.050687	0.055674	0.036757	0.051682	0.045876
K00020	1.082992	1.049836	1.078661	1.082994	1.103715	1.065592	1.098787	1.047120	1.129239	1.119656	0.909848	1.005872	1.012567	0.772355	1.045826	1.137725	0.996906	0.596848	0.518477	0.568731	0.709349	0.788276	1.154546	1.082534	1.063748	1.029755	0.939962	0.925149	0.895440	0.839049	0.780568	0.729617	0.736762	0.976870	0.971854	0.999860	1.005782	0.919105	0.950943	0.899835	0.882756	0.608304	0.574510	1.076835	1.056940	0.783704	0.781836	0.785270	1.041508	0.926145
K00021	0.035086	0.026991	0.039735	0.045961	0.041221	0.035774	0.040503	0.039393	0.045431	0.050648	0.032496	0.043842	0.027564	0.079229	0.032242	0.046818	0.039106	0.069456	0.076479	0.089854	0.047447	0.069324	0.092765	0.035385	0.035431	0.039875	0.044014	0.057393	0.046579	0.059084	0.075191	0.075175	0.072090	0.037130	0.034759	0.033425	0.033899	0.046574	0.050443	0.049591	0.036444	0.094546	0.108062	0.043629	0.040244	0.056892	0.050716	0.066943	0.036375	0.045000
K00023	0.054919	0.049177	0.048645	0.050608	0.051180	0.052441	0.056243	0.052223	0.059687	0.054842	0.042641	0.049919	0.046222	0.024643	0.053842	0.054178	0.050663	0.026102	0.025310	0.022692	0.029185	0.023409	0.014922	0.060582	0.053388	0.047156	0.041478	0.031883	0.041520	0.026225	0.029938	0.021397	0.025343	0.050399	0.051528	0.047278	0.048376	0.043835	0.039242	0.034670	0.034721	0.021269	0.016991	0.055107	0.053162	0.034373	0.040286	0.034230	0.050319	0.043192
K00024	0.748428	0.735789	0.722228	0.746437	0.739907	0.759224	0.727540	0.751635	0.753605	0.767671	0.655301	0.656616	0.735025	0.334976	0.703205	0.674912	0.702149	0.471205	0.484890	0.423484	0.550955	0.404292	0.309641	0.774363	0.759498	0.726579	0.639500	0.630117	0.651995	0.440417	0.402390	0.327402	0.524063	0.707452	0.713759	0.717173	0.716459	0.689642	0.631191	0.622615	0.654293	0.306014	0.336045	0.756273	0.756491	0.573607	0.594451	0.429371	0.734840	0.652038
K00027	0.022065	0.013699	0.022379	0.023339	0.023344	0.015894	0.023551	0.018700	0.022821	0.022997	0.025604	0.019135	0.014515	0.056897	0.013395	0.015265	0.021108	0.066191	0.087809	0.098851	0.056535	0.070466	0.070645	0.014352	0.015106	0.010366	0.030617	0.034941	0.037921	0.068518	0.059970	0.060141	0.054141	0.010753	0.011882	0.011083	0.010779	0.034258	0.039778	0.037108	0.024118	0.076900	0.077674	0.009011	0.006237	0.029033	0.025554	0.062870	0.013750	0.030184
K00029	1.294630	1.331749	1.236539	1.265872	1.252809	1.297747	1.237873	1.246475	1.235750	1.262660	1.137732	1.125268	1.250826	0.609344	1.270185	1.162983	1.162587	0.746992	0.737844	0.672318	0.858711	0.708314	0.591241	1.281740	1.250593	1.202630	1.136054	1.116512	1.123385	0.758157	0.722100	0.625269	0.890644	1.231059	1.249069	1.217567	1.207797	1.143507	1.078423	1.068706	1.198969	0.668467	0.611996	1.264147	1.255960	0.965222	1.088248	0.759825	1.208118	1.116658
K00030	0.015872	0.011880	0.016882	0.017400	0.018028	0.017155	0.016351	0.017087	0.019205	0.019349	0.019256	0.023187	0.011232	0.166298	0.015479	0.020273	0.016362	0.025268	0.030290	0.034586	0.090740	0.166079	0.249203	0.014926	0.016160	0.014465	0.017422	0.018142	0.021281	0.137062	0.175697	0.175488	0.108169	0.013097	0.013580	0.014734	0.014438	0.025536	0.027726	0.020523	0.015164	0.250377	0.226969	0.014496	0.014904	0.021505	0.020249	0.112226	0.015510	0.018901
K00031	0.858313	0.838293	0.862875	0.873954	0.884825	0.877606	0.862491	0.872728	0.857869	0.877553	0.794956	0.798904	0.859096	0.555828	0.840133	0.868630	0.814420	0.750073	0.696852	0.670521	0.704683	0.625988	0.523662	0.892102	0.842797	0.836376	0.803489	0.776256	0.812317	0.642440	0.662222	0.586550	0.713644	0.831218	0.848909	0.830684	0.812447	0.819685	0.790824	0.796208	0.818970	0.555788	0.600976	0.815131	0.821600	0.686782	0.746655	0.644264	0.831451	0.778559
K00032	0.000472	0.000475	0.001001	0.000700	0.000624	0.000557	0.001262	0.000870	0.000406	0.000928	0.000702	0.000915	0.000208	0.000000	0.000235	0.001245	0.000298	0.001992	0.000463	0.000341	0.000212	0.000904	0.000000	0.000493	0.000594	0.000476	0.000375	0.001503	0.000964	0.000203	0.001534	0.000985	0.000254	0.000977	0.001042	0.000937	0.000622	0.000918	0.000101	0.001105	0.000721	0.000000	0.001682	0.000519	0.001422	0.001399	0.000932	0.000608	0.000710	0.000704
K00033	0.165018	0.144950	0.169390	0.177514	0.204729	0.153019	0.176610	0.162280	0.180113	0.178569	0.184683	0.188881	0.156747	0.263847	0.170105	0.219852	0.150760	0.261335	0.234129	0.228714	0.257931	0.245074	0.252171	0.157491	0.150671	0.141100	0.227739	0.189828	0.205428	0.256185	0.242755	0.262054	0.250934	0.144392	0.168174	0.148060	0.135524	0.188529	0.188119	0.201058	0.178736	0.272538	0.283579	0.121947	0.116058	0.168000	0.164210	0.259170	0.148993	0.195920
K00034	0.016538	0.018197	0.017511	0.019098	0.022057	0.018520	0.022849	0.017895	0.021694	0.020284	0.021730	0.020123	0.020020	0.001917	0.018513	0.020144	0.020848	0.021695	0.032429	0.031905	0.017407	0.018003	0.004986	0.020805	0.018681	0.019415	0.019634	0.020471	0.023179	0.014648	0.012072	0.016362	0.010047	0.016244	0.015719	0.017298	0.018001	0.023409	0.023775	0.019130	0.022602	0.005913	0.008026	0.013378	0.010565	0.016534	0.017542	0.016579	0.016936	0.020792
K00035	0.001156	0.024326	0.001080	0.001311	0.000944	0.001631	0.000956	0.000910	0.000515	0.000561	0.001590	0.000424	0.000890	0.000865	0.000272	0.000359	0.000413	0.019203	0.010072	0.007489	0.004001	0.002626	0.000430	0.000151	0.000369	0.000573	0.001190	0.002406	0.002201	0.000835	0.002046	0.003188	0.001840	0.000268	0.000385	0.000201	0.000245	0.000677	0.001872	0.003464	0.000393	0.001200	0.000000	0.000404	0.000476	0.001835	0.001308	0.001264	0.000555	0.001373
K00036	0.246003	0.237327	0.285295	0.271259	0.289357	0.249843	0.284178	0.251328	0.289584	0.292788	0.294182	0.274523	0.223712	0.180028	0.229316	0.312058	0.259010	0.415406	0.494118	0.432188	0.279863	0.243831	0.164349	0.253708	0.233603	0.231076	0.312238	0.321675	0.289709	0.242812	0.243343	0.218963	0.300752	0.225305	0.218814	0.209936	0.197250	0.299691	0.312648	0.333592	0.275284	0.212688	0.205967	0.243125	0.228706	0.325947	0.303316	0.249501	0.232884	0.305953
K00038	0.014394	0.019520	0.018387	0.014119	0.017745	0.018128	0.021244	0.015581	0.018468	0.018616	0.021894	0.018303	0.013343	0.032030	0.015249	0.017394	0.015749	0.042305	0.050240	0.045465	0.044800	0.047406	0.029958	0.017265	0.015636	0.016757	0.021788	0.022469	0.022243	0.037733	0.049583	0.032182	0.062709	0.015848	0.013505	0.014860	0.014208	0.024706	0.026276	0.027426	0.016209	0.034979	0.045406	0.013924	0.013562	0.022523	0.016788	0.049305	0.015996	0.021983
K00039	0.009914	0.008046	0.010314	0.010039	0.008183	0.008235	0.011696	0.010372	0.009514	0.011020	0.007665	0.006339	0.009152	0.001153	0.008438	0.006285	0.005777	0.002084	0.002363	0.002223	0.001771	0.002372	0.005232	0.010477	0.008498	0.010287	0.006266	0.009676	0.003457	0.001452	0.001215	0.002013	0.003222	0.007889	0.010076	0.007980	0.008636	0.004951	0.007628	0.006710	0.005164	0.002421	0.000882	0.008017	0.007868	0.004979	0.003023	0.002037	0.009862	0.005445
K00040	0.054357	0.062855	0.060143	0.050997	0.055000	0.054356	0.061269	0.048964	0.060010	0.059927	0.041764	0.048429	0.042345	0.022917	0.047473	0.055491	0.055072	0.053400	0.062098	0.042872	0.034955	0.023835	0.021543	0.052221	0.046029	0.049899	0.046820	0.037555	0.042151	0.028031	0.027705	0.015169	0.023752	0.042120	0.042290	0.044442	0.046265	0.038410	0.040513	0.049802	0.039360	0.018167	0.013220	0.040888	0.035598	0.041476	0.036992	0.026684	0.045283	0.042404
K00041	0.004329	0.007238	0.004907	0.005235	0.005166	0.005989	0.007311	0.005989	0.004614	0.006885	0.006461	0.006864	0.004992	0.004431	0.007755	0.006457	0.004093	0.011224	0.010772	0.006154	0.005872	0.008701	0.015592	0.006106	0.005502	0.006235	0.004536	0.008125	0.008665	0.012896	0.006354	0.005162	0.010122	0.006589	0.008341	0.007980	0.007360	0.007282	0.008206	0.006153	0.006952	0.008772	0.005456	0.005124	0.004817	0.008008	0.011112	0.009965	0.006160	0.007017
K00042	0.175507	0.162905	0.169446	0.174160	0.169628	0.178086	0.172544	0.167583	0.176735	0.168781	0.138430	0.165028	0.168818	0.059080	0.160184	0.187571	0.165014	0.080671	0.059983	0.056493	0.065181	0.053457	0.057788	0.173129	0.173672	0.168237	0.147109	0.127378	0.135189	0.071270	0.057256	0.072218	0.087569	0.171596	0.167731	0.172024	0.174296	0.145986	0.130918	0.125587	0.136591	0.062678	0.080844	0.202986	0.193617	0.120842	0.124098	0.079071	0.171119	0.142506
K00043	0.015433	0.012725	0.017431	0.015577	0.019542	0.014719	0.022241	0.016788	0.019408	0.023863	0.010014	0.013618	0.011002	0.001164	0.013923	0.018711	0.011478	0.007168	0.003380	0.008969	0.001505	0.003594	0.004207	0.013839	0.012218	0.013620	0.016609	0.009390	0.010950	0.002425	0.001504	0.004095	0.003493	0.015971	0.011365	0.010688	0.010169	0.013823	0.010893	0.009200	0.012263	0.002233	0.000475	0.016097	0.011455	0.006210	0.010540	0.002531	0.013173	0.011408
K00045	0.074204	0.067130	0.079425	0.071061	0.077466	0.074928	0.079597	0.078881	0.070208	0.070109	0.054400	0.061344	0.064778	0.022232	0.068603	0.066194	0.072451	0.044690	0.060948	0.046318	0.025519	0.026305	0.020823	0.073629	0.070859	0.067639	0.054004	0.052946	0.058140	0.021857	0.020323	0.016659	0.025541	0.062971	0.060938	0.066923	0.064563	0.062711	0.059513	0.062026	0.057037	0.014021	0.020853	0.068940	0.063356	0.047058	0.046489	0.027347	0.063626	0.059200
K00046	0.100380	0.101169	0.110796	0.115853	0.119501	0.111682	0.113596	0.107584	0.126377	0.123488	0.097493	0.099673	0.086041	0.043744	0.103145	0.139443	0.099567	0.103131	0.079116	0.089192	0.059543	0.058850	0.031083	0.105325	0.098038	0.095894	0.101876	0.098319	0.101589	0.062220	0.046181	0.052573	0.062373	0.085776	0.087844	0.094086	0.091026	0.105450	0.094154	0.084440	0.088458	0.027812	0.036466	0.094360	0.088339	0.092573	0.081682	0.068064	0.094174	0.103624
K00048	0.000243	0.000078	0.000182	0.001087	0.000291	0.000118	0.000557	0.000000	0.000284	0.000139	0.000000	0.000719	0.000636	0.000579	0.000171	0.000120	0.001492	0.000000	0.001128	0.000646	0.000314	0.001389	0.000675	0.000295	0.000305	0.000502	0.000416	0.002579	0.001685	0.000000	0.000167	0.000000	0.000131	0.000278	0.000000	0.000142	0.000115	0.000379	0.000725	0.000389	0.000247	0.000614	0.000000	0.000450	0.000145	0.001210	0.001490	0.000227	0.000290	0.000550
K00050	0.006194	0.005129	0.005133	0.006621	0.006759	0.005496	0.005872	0.003673	0.004590	0.003852	0.001806	0.001066	0.003806	0.000514	0.004430	0.004279	0.004359	0.001288	0.000597	0.001214	0.002010	0.004751	0.000000	0.004074	0.005079	0.003710	0.005116	0.003464	0.004208	0.000267	0.001700	0.000000	0.002960	0.003505	0.003787	0.005272	0.003439	0.001026	0.004123	0.004863	0.004592	0.001110	0.000576	0.002757	0.002237	0.001163	0.001694	0.000749	0.003444	0.002778
K00052	0.885849	0.854760	0.876482	0.890127	0.905608	0.911116	0.877619	0.875881	0.856612	0.921225	0.766185	0.788155	0.849103	0.271355	0.873464	0.911103	0.827052	0.537751	0.462927	0.410019	0.506943	0.360031	0.224429	0.912309	0.923714	0.862429	0.782862	0.752197	0.746806	0.415854	0.367576	0.330514	0.532216	0.828149	0.840883	0.846537	0.836365	0.769984	0.758462	0.715941	0.760867	0.254761	0.261016	0.879412	0.878418	0.635658	0.668207	0.408660	0.853778	0.756079
K00053	0.757674	0.759208	0.745863	0.751781	0.768567	0.783923	0.763746	0.762143	0.762632	0.764209	0.693792	0.698155	0.751844	0.263671	0.748619	0.720611	0.701437	0.454308	0.471259	0.399951	0.522330	0.369654	0.218611	0.782410	0.782229	0.745526	0.699319	0.652429	0.703944	0.418101	0.384287	0.330134	0.517905	0.748298	0.750661	0.731907	0.726664	0.680231	0.673843	0.617545	0.683456	0.323710	0.363147	0.765282	0.755168	0.578104	0.607237	0.413297	0.734716	0.682501
K00054	0.119458	0.115453	0.116599	0.124162	0.133494	0.124681	0.130387	0.121475	0.128726	0.146009	0.129288	0.115161	0.105119	0.054397	0.129380	0.143880	0.101829	0.097639	0.115559	0.076913	0.107901	0.085156	0.047313	0.111381	0.115864	0.115703	0.136870	0.120977	0.137683	0.089562	0.068445	0.063128	0.116771	0.126333	0.131463	0.123146	0.117489	0.119026	0.121398	0.124684	0.116650	0.048509	0.043151	0.112929	0.105135	0.128181	0.125650	0.094042	0.117479	0.131689
K00055	0.002533	0.002990	0.001686	0.000859	0.002872	0.002284	0.002037	0.002191	0.002350	0.002474	0.000916	0.003130	0.002213	0.001157	0.002477	0.001755	0.002774	0.005959	0.005886	0.011628	0.004010	0.002964	0.006190	0.001653	0.002537	0.002216	0.002693	0.003453	0.001879	0.006330	0.005849	0.001551	0.005866	0.001404	0.002201	0.001541	0.001361	0.003746	0.003228	0.002712	0.002361	0.000900	0.003336	0.001101	0.001263	0.001837	0.001275	0.004985	0.002003	0.003166
K00057	0.599028	0.592284	0.584857	0.578577	0.592237	0.609265	0.586722	0.600325	0.599061	0.600534	0.564129	0.565520	0.578140	0.307304	0.585063	0.590288	0.574184	0.465322	0.498895	0.437318	0.432122	0.383131	0.269938	0.588936	0.586213	0.600039	0.530734	0.567477	0.558705	0.405524	0.357893	0.335245	0.470984	0.590806	0.586302	0.616194	0.613875	0.573676	0.573870	0.546939	0.570410	0.307516	0.325068	0.629723	0.625859	0.512376	0.549647	0.391979	0.592395	0.540385
K00058	1.003275	0.993596	1.032779	1.031349	1.022443	1.012901	1.054917	0.982008	1.042337	1.061763	0.945795	0.958610	0.945279	0.494561	1.009436	1.099222	0.958379	0.789554	0.764902	0.701931	0.768944	0.584141	0.464909	1.017812	1.023728	0.997977	1.002581	0.956648	0.933358	0.669256	0.582996	0.537171	0.773540	0.989573	0.970579	0.997533	0.977665	0.946476	0.932605	0.946730	0.934200	0.420033	0.415825	0.984578	0.969614	0.805675	0.814013	0.646289	1.012471	0.942410
K00059	1.402164	1.403388	1.462914	1.460918	1.462499	1.444878	1.471251	1.418637	1.477173	1.494980	1.374541	1.384447	1.353399	0.768527	1.411021	1.533077	1.402574	1.165548	1.137020	1.150754	1.134714	0.970466	0.751228	1.437602	1.419030	1.426511	1.384192	1.325903	1.354570	0.984792	0.951002	0.887015	1.166514	1.408680	1.394448	1.399380	1.414121	1.328917	1.317730	1.308793	1.310377	0.777281	0.766786	1.439067	1.416536	1.220853	1.158205	1.025793	1.462802	1.332762
K00060	0.045044	0.045169	0.048804	0.057025	0.060372	0.050597	0.059739	0.055574	0.060589	0.068699	0.044926	0.058448	0.038660	0.030948	0.044439	0.057102	0.049916	0.030925	0.036819	0.053423	0.070076	0.053788	0.047526	0.056889	0.052233	0.062611	0.057232	0.061209	0.042576	0.060768	0.055442	0.043099	0.070386	0.051529	0.051749	0.054382	0.049320	0.055521	0.049988	0.049398	0.053174	0.077443	0.082752	0.059651	0.067986	0.050854	0.047782	0.061250	0.054176	0.052386
K00064	0.107452	0.106288	0.108845	0.113615	0.112973	0.103792	0.121283	0.096861	0.107798	0.116333	0.091115	0.105900	0.091002	0.065433	0.094698	0.112507	0.097044	0.109588	0.128095	0.103702	0.065181	0.076840	0.052127	0.103409	0.097602	0.099504	0.108664	0.090133	0.092091	0.070988	0.072116	0.074890	0.072705	0.088120	0.090996	0.090943	0.090350	0.094372	0.103509	0.101130	0.090754	0.061151	0.062670	0.078524	0.072554	0.096412	0.091850	0.075841	0.094861	0.091220
K00065	0.037080	0.054183	0.040761	0.037878	0.046236	0.037964	0.042359	0.034852	0.037053	0.037032	0.036664	0.035077	0.033945	0.022946	0.041643	0.046251	0.036319	0.035527	0.025913	0.031240	0.035967	0.021766	0.022512	0.037935	0.035389	0.037235	0.040972	0.043392	0.034316	0.017882	0.023887	0.021202	0.027293	0.032098	0.032592	0.036006	0.038050	0.036156	0.035940	0.031605	0.035865	0.018151	0.011828	0.041120	0.043611	0.036387	0.033252	0.023288	0.038326	0.038338
K00066	0.006074	0.007320	0.005480	0.004130	0.004878	0.003736	0.007533	0.005017	0.004587	0.005347	0.006095	0.004409	0.004639	0.008714	0.006303	0.004901	0.005751	0.011847	0.005513	0.008025	0.008384	0.007408	0.005762	0.005078	0.004989	0.004876	0.006512	0.004034	0.007301	0.007397	0.010285	0.004987	0.009522	0.006833	0.004573	0.006300	0.005209	0.005123	0.005178	0.008133	0.005027	0.003489	0.006410	0.005663	0.004481	0.004386	0.004889	0.008452	0.004939	0.006698
K00067	0.455082	0.519837	0.471632	0.464339	0.474430	0.468429	0.489659	0.465446	0.502470	0.503115	0.480620	0.510304	0.442354	0.419039	0.501165	0.534476	0.448185	0.472384	0.475280	0.409418	0.448457	0.419160	0.392594	0.423333	0.456134	0.489529	0.530972	0.500712	0.506249	0.434242	0.448869	0.414070	0.454043	0.539081	0.528545	0.547889	0.521842	0.503938	0.527691	0.470957	0.506822	0.375260	0.363262	0.517203	0.508062	0.450644	0.493113	0.465705	0.513083	0.501673
K00068	0.007849	0.005470	0.008758	0.008673	0.009285	0.007049	0.006743	0.004554	0.009884	0.008324	0.006941	0.009087	0.007153	0.006567	0.006023	0.005596	0.009655	0.006302	0.007640	0.003856	0.008805	0.004256	0.001851	0.009271	0.008654	0.008182	0.004622	0.004685	0.006826	0.009016	0.004867	0.004505	0.007299	0.007676	0.006894	0.007924	0.006710	0.007498	0.007325	0.006857	0.005883	0.006023	0.005944	0.009449	0.008063	0.007000	0.005945	0.006031	0.008519	0.008745
