annot	ERR2098365	ERR2098366	ERR2098367	ERR2098368	ERR2098369	ERR2098370	ERR2098371	ERR2098372	ERR2098373	ERR2098374	ERR2098375	ERR2098376	ERR2098377	ERR2098378	ERR2098379	ERR2098380	ERR2098381	ERR2098382	ERR2098383	ERR2098384	ERR2098385	ERR2098386	ERR2098387	ERR2098388	ERR2098389	ERR2098390	ERR2098391	ERR2098392	ERR2098393	ERR2098394	ERR2098395	ERR2098396	ERR2098397	ERR2098398	ERR2098399	ERR2098400	ERR2098401	ERR2098402	ERR2098403	ERR2098404	ERR2098405	ERR2098406	ERR2098407	ERR2098408	ERR2098409	ERR2098410	ERR2098411	ERR2196983	ERR2196984	ERR2196985
COG4847	10.278827	8.153668	4.965780	8.083868	12.041346	8.737428	10.382776	9.879782	8.521467	10.375336	9.916927	6.783884	7.615006	10.405023	20.637704	15.595230	9.512414	11.518778	5.740566	3.296904	7.990230	7.633687	11.850302	7.785778	7.570884	9.336489	10.635005	12.255153	11.212230	9.873505	9.111325	6.919550	8.290200	14.201166	12.787444	8.270894	8.451277	11.055130	8.776306	5.469259	11.242590	10.268200	10.183531	11.617533	10.703149	5.471621	7.047636	11.842858	9.674456	12.269765
COG4848	21.723007	27.783945	23.368449	22.983980	18.797491	22.204146	16.583982	24.290000	20.493214	17.450309	28.553054	20.679933	22.794350	21.456646	32.499411	18.201067	19.406770	11.194163	13.530570	33.027233	20.753593	20.115504	21.639391	21.398635	21.660934	28.129992	23.141205	17.795061	27.415932	22.262897	20.363650	17.235516	17.876293	27.119611	24.619990	31.534554	26.319525	27.133014	18.273751	20.988845	26.721019	14.352292	15.877722	24.568009	28.971361	17.618282	18.306204	19.609270	22.705996	22.114226
COG4849	19.640478	24.893829	32.631797	21.976742	27.771025	23.285063	22.019333	27.750897	24.305345	22.981791	26.796967	20.755449	19.633608	21.106522	19.018677	20.517399	24.291354	35.741300	41.822377	33.224291	23.575107	22.506656	24.668886	15.998267	17.282535	19.971224	27.847440	35.624509	32.666260	29.008178	32.057578	35.212054	25.460688	19.699343	23.106114	16.673098	13.517392	32.345283	29.334311	34.082200	28.807999	19.712927	24.467302	13.224219	13.991659	33.920873	34.070008	30.182933	21.414041	31.313039
COG4850	67.098973	65.853435	69.951395	75.120645	77.196269	64.882181	81.657763	66.455967	68.144354	62.213116	77.777995	68.739860	61.175643	84.342457	57.911210	58.061551	62.179113	86.801550	100.801453	92.219653	76.436753	78.346206	78.177691	58.120480	52.171965	53.828064	76.241257	94.444915	88.557694	85.916451	97.589742	100.412170	82.068781	63.184707	65.320214	47.580509	46.482796	85.866369	96.531838	85.981965	70.494896	68.210760	72.771301	44.024470	41.600088	72.878358	82.377095	85.186952	54.448765	85.916425
COG4851	54.501320	61.320993	64.088548	51.633845	54.048619	64.033253	46.688155	54.816290	51.964903	56.596641	46.765184	58.903541	61.143857	56.563273	72.397771	64.959402	53.863358	35.389201	31.696633	33.493587	53.841352	60.729050	74.186331	63.179670	63.285421	65.437290	54.608952	51.605856	61.267184	57.344966	72.745405	62.857915	66.127446	66.814160	68.697669	63.613234	65.199066	53.392145	43.642425	40.823748	59.399616	60.426872	55.763270	53.939556	57.878886	37.540641	45.571229	61.417904	61.340491	50.018839
COG4852	133.637005	140.096790	116.113911	125.220515	119.537674	141.872433	117.285153	132.652026	117.314327	123.153875	73.658730	89.804985	162.536845	24.827459	144.809466	122.869435	116.310633	25.227845	17.341201	15.261517	37.218980	30.903773	18.037301	149.877519	154.179446	163.006746	86.336797	62.865257	79.048026	30.840468	29.086942	24.256375	33.705821	172.678885	180.211623	165.945011	198.935502	66.585597	69.429337	53.509765	84.417917	21.964724	22.308099	126.772444	138.250631	30.536097	37.998876	26.128562	161.716320	70.332869
COG4853	60.694026	67.939581	61.738038	54.427281	55.615221	52.307246	48.628166	63.742704	59.786941	53.908921	73.156456	79.076548	78.112708	129.566202	67.901531	74.451056	66.502284	53.847662	70.363937	64.172735	122.125937	140.825770	128.954875	64.373529	61.295374	68.667220	56.109952	64.663892	52.437842	125.332229	118.295935	115.387560	113.537031	66.993829	61.176220	68.483489	69.384092	65.135040	54.336439	56.036214	66.843903	141.757322	146.848977	78.078791	73.773076	79.672902	86.901934	125.318018	67.158031	60.653555
COG4854	1.370703	1.096919	2.210509	1.237720	0.619481	1.047470	2.747457	0.158646	0.984750	1.598736	1.668990	1.196945	3.544401	0.887931	1.427296	0.000000	1.272553	1.604652	1.015795	0.199673	1.822586	1.482689	0.508678	1.011891	1.047143	0.897094	1.721726	3.816943	1.556357	1.349070	1.760671	2.796938	1.388594	0.799390	0.783356	0.767303	0.861374	0.916620	1.982624	2.271404	2.935140	0.209921	0.518411	0.915225	0.835057	0.973522	1.666843	1.647458	0.713479	1.149872
COG4855	3.631172	1.866715	2.645369	4.177977	4.916582	1.521029	1.659145	3.282569	3.967829	2.259579	3.026488	4.248407	1.772277	5.177045	2.351558	2.357308	3.266707	3.472160	7.175560	2.434522	2.793268	3.411294	3.912966	1.778784	2.486718	1.679038	2.807820	5.330441	3.630273	3.001188	1.840939	1.033832	1.416762	2.572699	4.070285	1.712230	0.768525	3.982623	1.613726	5.343986	3.418905	2.141445	2.675697	0.819400	1.321635	3.057709	4.241362	3.622425	1.775649	4.907308
COG4856	79.582884	87.565169	72.100348	88.721969	85.024586	90.879289	79.495545	82.741422	89.428774	83.452738	61.324944	81.680930	98.221513	75.250645	124.666755	92.037252	78.267874	49.954769	44.095730	31.777944	85.162798	88.890895	92.570135	96.017435	91.385237	99.828989	78.441915	48.399230	77.570044	80.133490	93.954121	78.929831	80.014807	116.794330	120.917278	109.059681	110.370978	60.928371	61.528396	60.005456	76.473205	91.166476	102.546925	92.874349	105.724565	45.179460	51.329344	88.164921	97.450272	68.020145
